Name,Tooltip,Menu level1,Menu level 2,Indicator url,Download,ddf_id,Scale
"Traffic mortality 15-29 (per 100,000 people)","Mortality among persons aged 15-29 years due to traffic injury, per 100,000 standard population, age adjusted",For advanced users,"Injury deaths by gender, age, road user",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldEVPSG5qYzBfS0llQ1RnTl9wWXZodkE,Download indicator to excel,traffic_mortality_15_29_per_100000_people,lin
"Traffic mortality 30-44 (per 100,000 people)","Mortality among persons aged 30-44 years due to traffic injury, per 100,000 standard population, age adjusted",For advanced users,"Injury deaths by gender, age, road user",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldGRqbENsQm5VMWFLdnRXV0w1S0tVSEE,Download indicator to excel,traffic_mortality_30_44_per_100000_people,lin
"Traffic mortality 45-59 (per 100,000 people)","Mortality among persons aged 45-59 years due to traffic injury, per 100,000 standard population, age adjusted",For advanced users,"Injury deaths by gender, age, road user",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldFJrcW9wdlJITlBDYU9IbnRKdVllVGc,Download indicator to excel,traffic_mortality_45_59_per_100000_people,lin
"Traffic mortality 60+ (per 100,000 people)","Mortality among persons aged 60+ years due to traffic injury, per 100,000 standard population, age adjusted",For advanced users,"Injury deaths by gender, age, road user",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldEw5RXhuckZuU1V2aVAzNDFZaDUxa2c,Download indicator to excel,traffic_mortality_60plus_per_100000_people,lin
IFPRI Underweight children,Percent of children under five who are more than two standard deviations below average weight for age. ,For advanced users,,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdHFkZlc5WkhVQmVmeU0tR0RsSUdTU0E,Download indicator to excel,ifpri_underweight_children,lin
Maternal mortality ratio WHO,"The number of maternal deaths divided by the number of live births in a given year, multiplied by 100,000. Maternal death is defined as the death of a women while pregnant or within the 42 days after termination of that pregnancy, regardless of the length and site of the pregnancy, from a cause related to or aggravated by the pregnancy. ",For advanced users,Alternative health data,https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdE5UaXVKa2hWbUFzcUJJbVdHOE1VcFE,Download indicator to excel,maternal_mortality_ratio_who,log
Battle deaths (per 100 000),"Battle deaths, age-adjusted mortality per 100 000 standard population.",Society,War & peace,http://spreadsheets.google.com/pub?key=0AgogXXPMARyldElMWEl4RFVTemlMbzJqRU50ZDJ3SHc,Download indicator to excel,battle_deaths_per_100_000,lin
"Armed forces personnel, total","Armed forces personnel are active duty military personnel, including paramilitary forces if the training, organization, equipment, and control suggest they may be used to support or replace regular military forces.",Society,War & peace,https://spreadsheets.google.com/pub?key=0Asm_G8nr4TCSdG1nNjk5RzItcUp6N2dSdHUwOENXa0E,Download indicator to excel,armed_forces_personnel_total,lin
Armed forces personnel (% of labor force),"Armed forces personnel are active duty military personnel, including paramilitary forces if the training, organization, equipment, and control suggest they may be used to support or replace regular military forces. Labor force comprises all people who meet the International Labour Organization's definition of the economically active population.",Society,War & peace,https://spreadsheets.google.com/pub?key=0Asm_G8nr4TCSdFFoVWRjcUdKZDFydGdGNXkzS2ZRbHc,Download indicator to excel,armed_forces_personnel_percent_of_labor_force,lin
Murder (total deaths),Total number of estimated deaths from interpersonal violence,Society,,http://spreadsheets.google.com/pub?key=tIgjxaAg3M6kuHRcQTjEgsQ,Download indicator to excel,murder_total_deaths,lin
Suicide (total deaths),Total number of estimated deaths from self-inflicted injury,Health,Mental health,http://spreadsheets.google.com/pub?key=tOS388dWYzO1_FANUaiwKuA,Download indicator to excel,suicide_total_deaths,lin
Traffic (total deaths),Total number of estimated deaths from road traffic accidents,Infrastructure,Traffic,http://spreadsheets.google.com/pub?key=tW9t1f9EQpvS4U04kWnk-og,Download indicator to excel,traffic_total_deaths,lin
Debt servicing costs (% of exports and net income from abroad),"The sum of principal and interest paid in foreign currency, goods or services on long-term debt, interest paid on short-term debt and repayments to the International Monetary Fund, as a percentage of net exports and income from abroad.",For advanced users,Advanced debt & trade,http://spreadsheets.google.com/pub?key=pyj6tScZqmEd-30XcArAJHA,Download indicator to excel,debt_servicing_costs_percent_of_exports_and_net_income_from_,lin
"External debt, total (US$, not inflation-adjusted)","Total external debt is debt owed to nonresidents repayable in foreign currency, goods, or services. Total external debt is the sum of public, publicly guaranteed, and private nonguaranteed long-term debt, use of IMF credit, and short-term debt. Short-term debt includes all debt having an original maturity of one year or less and interest in arrears on long-term debt. Data are in current U. S. dollars. World Bank, Global Development Finance. ",For advanced users,Advanced debt & trade,http://spreadsheets.google.com/pub?key=pyj6tScZqmEdQY2PxSsxxJQ,Download indicator to excel,external_debt_total_us_not_inflation_adjusted,lin
Present value of debt (% of GNI),"Present value of debt is the sum of short-term external debt plus the discounted sum of total debt service payments due on public, publicly guaranteed, and private nonguaranteed long-term external debt over the life of existing loans. The GNI denominator is a three-year average.",For advanced users,Advanced debt & trade,http://spreadsheets.google.com/pub?key=pyj6tScZqmEeUceHo3wTOaQ,Download indicator to excel,present_value_of_debt_percent_of_gni,lin
"Exports unit value (index, 2000=100)","Export values are the current value of exports (f.o.b.) converted to U.S. dollars and expressed as a percentage of the average for the base period (2000). UNCTAD's export value indexes are reported for most economies. For selected economies for which UNCTAD does not publish data, the export value indexes are derived from export volume indexes (line 72) and corresponding unit value indexes of exports (line 74) in the IMF's International Financial Statistics.",For advanced users,Advanced debt & trade,http://spreadsheets.google.com/pub?key=pyj6tScZqmEddLKU1fnfSSA,Download indicator to excel,exports_unit_value_index_2000100,lin
"Imports unit value (index, 2000=100)","Import value indexes are the current value of imports (c.i.f.) converted to U.S. dollars and expressed as a percentage of the average for the base period (2000). UNCTAD's import value indexes are reported for most economies. For selected economies for which UNCTAD does not publish data, the import value indexes are derived from import volume indexes (line 73) and corresponding unit value indexes of imports (line 75) in the IMF's International Financial Statistics.",For advanced users,Advanced debt & trade,http://spreadsheets.google.com/pub?key=pyj6tScZqmEcL6zpB3Sj1Wg,Download indicator to excel,imports_unit_value_index_2000100,lin
Net barter terms of trade (2000 = 100),Net barter terms of trade is the percentage ratio of the export price index to the corresponding import price index measured relative to the base year 2000. ,For advanced users,Advanced debt & trade,http://spreadsheets.google.com/pub?key=pyj6tScZqmEe5SueBIj6eSw,Download indicator to excel,net_barter_terms_of_trade_2000__100,lin
Dead kids per woman,How many children a woman has on average that dies before their 35th birthday. It is based on the Total fertilirty rate and age-specific mortality.,For advanced users,families,http://spreadsheets.google.com/spreadsheet/pub?key=0ArtujvvFrPjVdDRQTUhzNmVySlp6djRtLWh4eS1sNHc,Download indicator to excel,dead_kids_per_woman,
Surviving kids per woman,How many children a woman has on average that survives until their 35th birthday. It is based on the Total fertilirty rate and age-specific mortality.,For advanced users,families,http://spreadsheets.google.com/spreadsheet/pub?key=0ArtujvvFrPjVdGdFWmhqOEVXcUZha1hJWXAtWHlDSFE,Download indicator to excel,surviving_kids_per_woman,
Extreme poverty (% people below $1.25 a day) version 20120905,WDI 20120905 The percentage of people living on less than $1.25 (2005 purchasing power parity dollars).,For advanced users,Alternative poverty measures,https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdDhjcXdjbURLMFFVcVFPYThhYmtvZXc,Download indicator to excel,20120905_extreme_poverty_percent_people_below_125_a_day,lin
"Alternative GDP per capita PPP, WB","GDP per capita PPP, in 2005 i$ from World Bank.",For advanced users,Alternative GDP data,https://docs.google.com/spreadsheet/pub?key=0ArtujvvFrPjVdERlTHZFQ2ZaUkpySHpQMF82UmdlcUE,Download indicator to excel,alternative_gdp_per_capita_ppp__wb,
"Alternative GDP per capita PPP, PWT 7.1","GDP per capita PPP, in 2005 i$ from PWT 7.1",For advanced users,Alternative GDP data,https://docs.google.com/spreadsheet/pub?key=0ArtujvvFrPjVdEhhbV90QlJ3RFM0TW83dHd6RXBiX3c,Download indicator to excel,alternative_gdp_per_capita_ppp_pwt 7.1,
Number of child deaths,The number of children dying before age 5,Health,,https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdGhSY2trbEVpYnNsMENqendaVm5ucnc,Download indicator to excel,number_of_child_deaths,
Energy supply per person TOE,"Total energy supply per person, tonnes of oil equivalent",For advanced users,Alternative energy,https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdFFjMFlMeS02N1NGNjJabl8wamVtdHc,,energy_supply_per_person_toe,
Energy from solid biofuels (%),"Percent of total energy supply that comes from ""solid biofuels"". Solid biofuels includes ""traditional energy sources"" e.g. firewood. ",For advanced users,Alternative energy,https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdFdaNHA3R1BzcG9GSlkwMXdnMHpScVE,,energy_from_solid_biofuels_percent,
Residential energy use (%),"Percent of total emergy consumption that is used as ""residential consumption""",For advanced users,Alternative energy,"https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdEV1RkJqTEItQnJYVXJlZzVuc3Y3Mmc

",,residential_energy_use_percent,
"Life expectancy at birth, data from IHME","Life expectancy at birth, the data is taken from Institute for health metrics and evaluation",For advanced users,Alternative demography indicators,https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdG9jSHA0WklHU0dqUnBCVUpVOXFzQUE,,life_expectancy_at_birth_data_from_ihme,
"Children per woman, temporary update","Children per woman (TFR), temporary update",For advanced users,Alternative demography indicators,https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdFJCTm43NGc0SzdYeHBpZWZGb1V0ckE,,children_per_woman_temporary_update,
"Alternative GDP per capita PPP, PWT 8.0","GDP per capita PPP, in 2005 i$ from PWT 8.0 (based on rgdpe)",For advanced users,Alternative GDP data,https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdGhmWXFMY0hNcDFiTEt3ZVE4b21wRlE,,alternative_gdp_per_capita_ppp_pwt_8_0,
"Life expectancy, male","Life expectancy at birth, male, with projections",Health,,https://docs.google.com/spreadsheet/pub?key=1iHsRp1TARpgh2CbuZGP5fj6jeY3Iz5cBLKTDlukVSHI,,life_expectancy_male,
